ngram,Intensity/max.value,ST/max.value,SP/max.value
이/NP;와/JKB;아울러/MAG,None,Others,POS
이/VCP,Medium,Judgment,POS
이/VCP;거나/EC,Medium,Argument,NEG
이/VCP;거나/EC;가족/NNG,Medium,Argument,NEG
이/VCP;겠/EP,Medium,Argument,NEG
이/VCP;겠/EP;느냐고/EC,Medium,Argument,NEG
이/VCP;고/EC,Medium,Judgment,NEG
이/VCP;고/EC;예술/NNG,Medium,Judgment,NEG
이/VCP;고/EC;존재/NNG,Medium,Argument,POS
이/VCP;기/ETN,Medium,Intention,POS
이/VCP;기/ETN;도/JX,Medium,Argument,POS
이/VCP;ㄴ/ETM,Medium,Others,POS
이/VCP;ㄴ/ETM;것/NNB,Low,Argument,NEG
이/VCP;ㄴ/ETM;관계/NNG,Medium,Judgment,NEG
이/VCP;ㄴ/ETM;내/NP,Medium,Argument,NEG
이/VCP;ㄴ/ETM;논쟁점/NNG,Medium,Argument,POS
이/VCP;ㄴ/ETM;면/NNG,Low,Judgment,POS
이/VCP;ㄴ/ETM;배창호/NNP,Low,Argument,NEG
이/VCP;ㄴ/ETM;복수/NNG,Medium,Judgment,POS
이/VCP;ㄴ/ETM;사랑/NNG,High,Emotion,POS
이/VCP;ㄴ/ETM;선진국/NNG,Medium,Judgment,POS
이/VCP;ㄴ/ETM;성과물/NNG,High,Judgment,POS
이/VCP;ㄴ/ETM;셈/NNB,High,Argument,POS
이/VCP;ㄴ/ETM;영감/NNG,Medium,Judgment,POS
이/VCP;ㄴ/ETM;우리/NP,Medium,Argument,NEG
이/VCP;ㄴ/ETM;인기/NNG,High,Judgment,NEG
이/VCP;ㄴ/ETM;정책/NNG,High,Judgment,POS
이/VCP;ㄴ/ETM;줄/NNB,Low,Speculation,POS
이/VCP;ㄴ/ETM;처지/NNG,Medium,Judgment,POS
이/VCP;ㄴ/ETM;키히카/NNP,Medium,Judgment,POS
이/VCP;ㄴ/ETM;태도/NNG,Medium,Judgment,POS
이/VCP;ㄴ/ETM;특징/NNG,Medium,Judgment,POS
이/VCP;ㄴ/ETM;풍물/NNG,Medium,Judgment,POS
이/VCP;ㄴ가/EC,Medium,Argument,NEG
이/VCP;ㄴ가/EF,None,Argument,NEG
이/VCP;ㄴ데/EF,None,Argument,POS
이/VCP;ㄴ들/EC,Medium,Argument,POS
이/VCP;ㄴ들/EC;뚫/VV,Medium,Intention,POS
이/VCP;ㄴ지/EC,Medium,Argument,NEG
이/VCP;ㄴ지/EC;도/JX,None,Speculation,POS
이/VCP;ㄴ지/EC;알/VV,Medium,Argument,NEG
이/VCP;ㄴ지/EC;이해/NNG,Low,Argument,POS
이/VCP;냐/EF,Medium,Argument,NEG
이/VCP;다/EC,Medium,Argument,NEG
이/VCP;다/EF,None,Others,POS
이/VCP;든/EC,High,Argument,POS
이/VCP;든지/EC,High,Argument,POS
이/VCP;든지/EC;자유/NNG,Medium,Argument,POS
이/VCP;든지/EC;현실/NNG,High,Judgment,POS
이/VCP;ㄹ/ETM,Medium,Judgment,POS
이/VCP;ㄹ/ETM;것/NNB,Medium,Argument,POS
이/VCP;ㄹ/ETM;뿐/NNB,Medium,Argument,POS
이/VCP;ㄹ까/EF,None,Judgment,POS
이/VCP;라고/EC,Medium,Argument,POS
이/VCP;라고/EC;단정/NNG,Medium,Judgment,POS
이/VCP;라고/EC;생각/NNG,Low,Argument,POS
이/VCP;라고/EC;하/VV,Medium,Judgment,POS
이/VCP;라는/ETM,Medium,Others,NEG
이/VCP;라는/ETM;말/NNG,Medium,Judgment,POS
이/VCP;라는/ETM;생각/NNG,None,Others,POS
이/VCP;라는/ETM;식/NNB,None,Others,POS
이/VCP;라는/ETM;이상/NNG,Medium,Judgment,POS
이/VCP;라도/EC,Medium,Argument,POS
이/VCP;라도/EC;어리광/NNG,Medium,Argument,POS
이/VCP;라면/EC,Medium,Argument,POS
이/VCP;라면/EC;쉽/VA,Medium,Argument,POS
이/VCP;ㅁ/ETN,Medium,Judgment,POS
이/VCP;ㅁ/ETN;은/JX,Medium,Speculation,POS
이/VCP;며/EC,Medium,Argument,POS
이/VCP;며/EC;거울/NNG,Medium,Argument,POS
이/VCP;며/EC;주전자/NNG,Medium,Argument,POS
이/VCP;며/EC;희생자/NNG,Medium,Judgment,POS
이/VCP;면서/EC,High,Others,POS
이/VCP;면서/EC;도/JX,High,Judgment,POS
이/VCP;면서/EC;만화/NNG,Medium,Judgment,POS
이/VCP;ㅂ니다/EF,Medium,Argument,POS
이/VCP;야/EF,Medium,Judgment,POS
이/VCP;어야/EC,Medium,Argument,POS
이/VCP;어야/EC;하/VX,Medium,Argument,POS
이/VCP;었/EP,Medium,Argument,NEG
이/VCP;었/EP;고/EC,Medium,Argument,POS
이/VCP;었/EP;다/EF,Low,Argument,NEG
이/VCP;었/EP;던/ETM,Medium,Argument,NEG
이/VCP;었/EP;습니다/EF,Medium,Argument,POS
이/VCP;자/EC,Medium,Speculation,NEG
이/VCP;자/EC;도전/NNG,Medium,Judgment,POS
이/VCP;지요/EF,Low,Judgment,POS
이거/NP,Medium,Argument,POS
이거/NP;그리/VV,Medium,Intention,POS
이거/NP;그리/VV;어/EF,Medium,Argument,POS
이것/NP,High,Argument,POS
이것/NP;도/JX,High,Argument,NEG
이것/NP;도/JX;저것/NP,High,Argument,NEG
이견/NNG,Medium,Agreement,POS
이견/NNG;이/JKS,Medium,Judgment,NEG
이견/NNG;이/JKS;있/VV,Medium,Agreement,NEG
이권/NNG,Medium,Judgment,POS
이권/NNG;개입/NNG,Medium,Judgment,NEG
이글거리/VV,High,Judgment,POS
이기/NNG,High,Judgment,NEG
이기/NNG;가/JKS,High,Argument,NEG
이기/NNG;가/JKS;극대/NNG,High,Judgment,NEG
이기/NNG;적/XSN,High,Others,POS
이기/NNG;적/XSN;이/VCP,High,Judgment,POS
이기/VV,Medium,Argument,NEG
이기/VV;었/EP,Medium,Argument,POS
이기/VV;었/EP;구나/EC,Medium,Argument,NEG
이끌/VV,Low,Judgment,NEG
이끌/VV;어/EC,Medium,Speculation,POS
이끌/VV;어/EC;가/VX,Medium,Judgment,NEG
이나/JC,Medium,Argument,NEG
이나/JC;생각/NNG,Medium,Judgment,POS
이나/JC;생각/NNG;을/JKO,Medium,Argument,POS
이나/JC;이빨/NNG,Medium,Argument,POS
이나/JC;이빨/NNG;에/JKB,Medium,Argument,POS
이나/JX,Medium,Judgment,POS
이나/JX;되/VV,High,Argument,POS
이나/JX;지나/VV,Medium,Judgment,POS
이나/JX;지나/VV;았/EP,Medium,Argument,POS
이념/NNG,Medium,Judgment,POS
이념/NNG;적/XSN,Medium,Argument,POS
이념/NNG;적/XSN;공백/NNG,Medium,Judgment,POS
이라고/JKQ,Medium,Argument,POS
이라고/JKQ;단언/NNG,High,Argument,POS
이라고/JKQ;단언/NNG;하/XSV,High,Argument,COMP
이라고/JKQ;밝히/VV,Low,Argument,POS
이라고/JKQ;지적/NNG,Medium,Agreement,NEUT
이라고/JKQ;지적/NNG;하/XSV,Medium,Argument,POS
이라고/JKQ;해명/NNG,Medium,Judgment,NEUT
이라고/JKQ;해명/NNG;하/XSV,Medium,Argument,POS
이러/XR,None,Others,POS
이러/XR;하/XSA,None,Judgment,NEUT
이러/XR;하/XSA;ㄴ/ETM,None,Others,POS
이런/MM,Medium,Judgment,NEG
이런/MM;깨우치/VV,Medium,Judgment,POS
이런/MM;깨우치/VV;ㅁ/ETN,Medium,Judgment,NEG
이런/MM;깨치/VV,Medium,Argument,POS
이런/MM;깨치/VV;ㅁ/ETN,Medium,Judgment,POS
이런/MM;성향/NNG,Medium,Judgment,POS
이런/MM;성향/NNG;의도/NNG,Medium,Intention,POS
이런저런/MM,Medium,Argument,POS
이런저런/MM;얘기/NNG,Medium,Argument,POS
이런저런/MM;얘기/NNG;들/XSN,Medium,Argument,NEG
이렇/VA,None,Judgment,POS
이렇/VA;게/EC,None,Argument,POS
이렇/VA;다/EC,Medium,Judgment,POS
이렇/VA;다/EC;하/VV,Medium,Judgment,NEG
이렇/VA;듯/EC,None,Argument,POS
이롭/VA,Medium,Judgment,POS
이루/MAG,High,Emotion,POS
이루/MAG;말/NNG,High,Judgment,POS
이루/MAG;말/NNG;하/XSV,High,Emotion,NEUT
이루/VV,Medium,Judgment,POS
이루/VV;ㄴ/ETM,Medium,Argument,POS
이루/VV;ㄴ/ETM;성과/NNG,Medium,Argument,NEUT
이루/VV;어/EC,Medium,Emotion,POS
이루/VV;어/EC;지/VX,Medium,Judgment,NEG
이루/VV;었/EP,Medium,Argument,POS
이루/VV;었/EP;다/EC,Medium,Argument,NEG
이르/VV,Medium,Judgment,POS
이른바/MAG,None,Others,POS
이름/NNG,Medium,Argument,POS
이름/NNG;이/VCP,Medium,Argument,POS
이름/NNG;이/VCP;ㄹ/ETM,Medium,Argument,POS
이름나/VV,High,Judgment,POS
이름나/VV;ㄴ/ETM,High,Argument,POS
이리/MAG,High,Emotion,POS
이리/MAG;사랑/NNG,High,Argument,POS
이리/MAG;사랑/NNG;하/XSV,High,Emotion,POS
이목/NNG,Medium,Judgment,POS
이미/MAG,Medium,Argument,POS
이미/MAG;동료/NNG,Medium,Others,POS
이미/MAG;동료/NNG;상담/NNG,Medium,Argument,POS
이미/MAG;예상/NNG,Medium,Judgment,POS
이미/MAG;예상/NNG;되/XSV,Medium,Speculation,NEUT
이민자/NNG,Medium,Argument,NEG
이민자/NNG;들/XSN,Medium,Judgment,POS
이민자/NNG;들/XSN;처지/NNG,Medium,Argument,NEUT
이번/NNG,Medium,Judgment,NEG
이번/NNG;이/JKS,Medium,Intention,POS
이번/NNG;이/JKS;처음/NNG,Medium,Judgment,NEG
이벤트/NNG,Medium,Judgment,NEG
이벤트/NNG;가/JKS,Medium,Argument,POS
이벤트/NNG;가/JKS;어우러지/VV,Medium,Judgment,NEG
이벤트/NNG;이/VCP,Medium,Judgment,POS
이빨/NNG,Medium,Argument,NEG
이빨/NNG;에/JKB,Medium,Judgment,POS
이빨/NNG;에/JKB;통증/NNG,Medium,Argument,NEG
이상/NNG,Medium,Judgment,POS
이상/NNG;가/VV,Medium,Others,POS
이상/NNG;가/VV;는/ETM,Medium,Argument,POS
이상/NNG;교통/NNG,Medium,Argument,POS
이상/NNG;교통/NNG;사고/NNG,Medium,Judgment,POS
이상/NNG;두/VV,High,Judgment,POS
이상/NNG;두/VV;고/EC,High,Judgment,POS
이상/NNG;뒤떨어지/VV,Medium,Argument,POS
이상/NNG;보/VV,Medium,Judgment,POS
이상/NNG;보/VV;ㄹ/ETM,Medium,Emotion,POS
이상/NNG;에/JKB,Medium,Emotion,POS
이상/NNG;에/JKB;부합/NNG,Medium,Judgment,POS
이상/NNG;하/XSA,Low,Argument,POS
이상/NNG;확실/XR,Medium,Speculation,NEUT
이상/NNG;확실/XR;하/XSA,Medium,Argument,POS
이상/XR,Medium,Judgment,POS
이상/XR;하/XSA,Medium,Argument,NEUT
이색/NNG,Medium,Judgment,POS
이색/NNG;적/XSN,Medium,Judgment,NEUT
이색/NNG;적/XSN;이/VCP,Medium,Judgment,POS
이야기/NNG,Medium,Judgment,POS
이야기/NNG;로서/JKB,Low,Judgment,POS
이야기/NNG;로서/JKB;의/JKG,Low,Judgment,POS
이야기/NNG;를/JKO,Medium,Judgment,POS
이야기/NNG;를/JKO;나누/VV,Medium,Judgment,POS
이야기/NNG;를/JKO;읽/VV,Low,Argument,POS
이야기/NNG;를/JKO;풀/VV,Medium,Argument,POS
이야기/NNG;하/XSV,Medium,Argument,POS
이어지/VV,Medium,Judgment,POS
이역만리/NNG,Medium,Intention,POS
이역만리/NNG;에서/JKB,Medium,Argument,POS
이역만리/NNG;에서/JKB;억울/XR,Medium,Intention,POS
이용/NNG,High,Judgment,POS
이용/NNG;가치/NNG,Medium,Argument,POS
이용/NNG;가치/NNG;가/JKS,Medium,Judgment,POS
이용/NNG;하/XSV,Low,Judgment,NEG
이용/NNG;하/XSV;면/EC,Low,Argument,POS
이용법/NNG,Low,Argument,POS
이용법/NNG;을/JKO,Low,Judgment,NEG
이용법/NNG;을/JKO;교육/NNG,Low,Argument,POS
이유/NNG,Medium,Argument,POS
이유/NNG;가/JKS,High,Judgment,POS
이유/NNG;가/JKS;없/VA,High,Argument,NEG
이유/NNG;이/VCP,Medium,Emotion,POS
이유/NNG;이/VCP;고/EC,Medium,Argument,POS
이유/NNG;이/VCP;었/EP,Medium,Argument,POS
이유/NNG;이/VCP;지요/EF,Low,Argument,NEG
이전/NNG,Medium,Argument,POS
이전/NNG;부터/JX,Medium,Argument,POS
이전/NNG;부터/JX;여성/NNG,Medium,Argument,NEG
이제/MAG,Medium,Argument,POS
이제/MAG;너무/MAG,Medium,Judgment,NEG
이제/MAG;너무/MAG;듣/VV,Medium,Argument,POS
이제/MAG;다시/MAG,Medium,Judgment,POS
이제/MAG;다시/MAG;새롭/VA,Medium,Argument,POS
이제/MAG;소수/NNG,Medium,Argument,POS
이제/MAG;소수/NNG;의/JKG,Medium,Argument,POS
이제/MAG;아무/MM,High,Judgment,NEG
이제/MAG;아무/MM;것/NNB,High,Argument,NEG
이제/NNG,Medium,Judgment,POS
이제/NNG;ㄴ/JX,Medium,Judgment,NEG
이제/NNG;ㄴ/JX;근절/NNG,Medium,Judgment,NEG
이제/NNG;부터/JX,Medium,Judgment,NEG
이제/NNG;부터/JX;가/JKS,Medium,Judgment,NEG
이제/NNG;부터/JX;ㄴ/JX,Medium,Argument,NEG
이채/NNG,Medium,Judgment,POS
이채/NNG;롭/XSA,Medium,Intention,POS
이치/NNG,Medium,Judgment,POS
이한탁/NNP,Medium,Intention,POS
이한탁/NNP;씨/NNB,Medium,Argument,POS
이해/NNG,Medium,Agreement,POS
이해/NNG;는/JX,Low,Judgment,POS
이해/NNG;는/JX;하/VV,Low,Argument,NEG
이해/NNG;되/XSV,Medium,Argument,POS
이해/NNG;되/XSV;지/EC,Medium,Judgment,NEG
이해/NNG;하/XSV,Medium,Argument,POS
이해/NNG;하/XSV;아/EC,Medium,Argument,NEG
이해/NNG;하/XSV;지/EC,Medium,Judgment,NEG
이해득실/NNG,Medium,Judgment,POS
이해득실/NNG;을/JKO,Medium,Argument,NEG
이해득실/NNG;을/JKO;꼼꼼/XR,Medium,Judgment,NEG
이후/NNG,Low,Argument,POS
이후/NNG;로/JKB,Low,Judgment,NEG
이후/NNG;로/JKB;는/JX,Low,Argument,POS
익사/NNG,Low,Argument,POS
익사/NNG;위험/NNG,Medium,Argument,NEG
익살/NNG,Medium,Judgment,POS
익살/NNG;스럽/XSA,Medium,Argument,POS
익숙/XR,Medium,Judgment,POS
익숙/XR;하/XSA,Medium,Argument,POS
익숙/XR;하/XSA;ㄴ/ETM,Medium,Judgment,NEG
익숙/XR;하/XSA;아/EC,Medium,Argument,NEG
인/NNG,Low,Argument,POS
인/NNG;하/XSV,Low,Argument,POS
인/NNG;하/XSV;ㄴ/ETM,Low,Argument,NEG
인간/NNG,High,Judgment,NEG
인간/NNG;답/XSA,High,Judgment,NEG
인간/NNG;들/XSN,High,Argument,NEG
인간/NNG;들/XSN;보다/JKB,High,Judgment,POS
인간/NNG;은/JX,Medium,Judgment,NEG
인간/NNG;은/JX;기술/NNG,Medium,Judgment,POS
인간/NNG;의/JKG,Low,Judgment,NEG
인간/NNG;의/JKG;감각/NNG,Low,Judgment,POS
인간애/NNG,Medium,Emotion,NEG
인건비/NNG,Medium,Judgment,NEG
인건비/NNG;부담/NNG,Medium,Intention,NEG
인건비/NNG;부담/NNG;이/JKS,Medium,Judgment,NEG
인권/NNG,Medium,Argument,POS
인기/NNG,Medium,Judgment,NEG
인기/NNG;가도/NNG,Medium,Argument,NEG
인기/NNG;가도/NNG;를/JKO,Medium,Judgment,NEG
인기/NNG;높/VA,Medium,Judgment,POS
인기/NNG;를/JKO,Medium,Judgment,POS
인기/NNG;를/JKO;끌/VV,Medium,Judgment,NEG
인기/NNG;를/JKO;누리/VV,High,Judgment,POS
인기/NNG;를/JKO;모으/VV,Medium,Judgment,POS
인기/NNG;를/JKO;얻/VV,Medium,Judgment,POS
인기/NNG;이/VCP,Medium,Argument,POS
인기작/NNG,High,Judgment,NEG
인력난/NNG,Medium,Judgment,NEG
인상/NNG,Medium,Judgment,POS
인상/NNG;을/JKO,Medium,Argument,POS
인상/NNG;을/JKO;주/VV,Medium,Judgment,POS
인상/NNG;적/XSN,High,Judgment,POS
인상/NNG;적/XSN;이/VCP,High,Judgment,POS
인생/NNG,Low,Argument,POS
인생/NNG;은/JX,Medium,Argument,POS
인생/NNG;은/JX;죽음/NNG,Medium,Argument,POS
인생/NNG;을/JKO,Low,Judgment,POS
인생/NNG;을/JKO;한데/MAG,Low,Judgment,POS
인식/NNG,Low,Argument,POS
인식/NNG;등/NNB,Low,Judgment,POS
인식/NNG;등/NNB;을/JKO,Low,Argument,POS
인식/NNG;을/JKO,Low,Judgment,POS
인식/NNG;을/JKO;같이/MAG,Low,Agreement,POS
인식/NNG;의/JKG,Medium,Judgment,POS
인식/NNG;의/JKG;세계/NNG,Medium,Judgment,POS
인식/NNG;이/JKS,Low,Judgment,POS
인식/NNG;이/JKS;새롭/VA,Low,Judgment,POS
인식/NNG;하/XSV,Medium,Judgment,POS
인식/NNG;하/XSV;는/ETM,Medium,Argument,POS
인원/NNG,High,Argument,POS
인원/NNG;의/JKG,High,Judgment,POS
인원/NNG;이/JKS,Medium,Judgment,POS
인원/NNG;이/JKS;너무/MAG,Medium,Argument,POS
인정/NNG,Medium,Judgment,POS
인정/NNG;되/XSV,Medium,Judgment,POS
인정/NNG;되/XSV;지/EC,Medium,Judgment,POS
인정/NNG;을/JKO,Medium,Judgment,POS
인정/NNG;을/JKO;받/VV,Medium,Judgment,POS
인정/NNG;하/XSV,Medium,Argument,POS
인정받/VV,Medium,Judgment,POS
인종/NNG,None,Judgment,POS
인종/NNG;차별/NNG,None,Judgment,POS
인터뷰/NNG,High,Judgment,POS
인터뷰/NNG;를/JKO,High,Judgment,POS
인터뷰/NNG;를/JKO;하/VV,High,Judgment,POS
일/NNG,High,Argument,POS
일/NNG;아니/VCN,Medium,Argument,POS
일/NNG;아니/VCN;ㅂ니까/EF,Medium,Argument,POS
일/NNG;은/JX,Medium,Agreement,POS
일/NNG;은/JX;작품/NNG,Medium,Argument,NEUT
일/NNG;을/JKO,Low,Judgment,POS
일/NNG;을/JKO;계속/NNG,Low,Argument,NEUT
일/NNG;을/JKO;그르치/VV,Medium,Judgment,POS
일/NNG;이/JKC,High,Judgment,POS
일/NNG;이/JKC;아니/VCN,High,Emotion,POS
일/NNG;이/JKS,High,Argument,POS
일/NNG;이/JKS;없이/MAG,Medium,Judgment,POS
일/NNG;이/JKS;있/VV,High,Argument,POS
일/NNG;이/VCP,Medium,Argument,POS
일/NNG;이/VCP;겠/EP,Medium,Argument,POS
일/NNG;이/VCP;ㄴ지/EC,Medium,Argument,POS
일/NNG;이/VCP;다/EF,None,Judgment,POS
일/NNG;하/XSV,Low,Judgment,POS
일/NNG;하/XSV;겠/EP,Low,Argument,POS
일/NNP,High,Judgment,POS
일/NNP;우호/NNG,High,Argument,POS
일/NNP;우호/NNG;관계/NNG,High,Judgment,POS
일/VV,Medium,Judgment,POS
일관/XR,High,Judgment,POS
일관/XR;되/XSV,High,Judgment,POS
일깨우/VV,High,Argument,POS
일깨우/VV;고/EC,Low,Argument,POS
일깨우/VV;고/EC;욕망/NNG,Low,Argument,NEG
일깨우/VV;어/EC,High,Judgment,POS
일깨우/VV;어/EC;주/VX,High,Judgment,POS
일단/MAG,None,Others,POS
일반/NNG,Low,Argument,COMP
일반/NNG;적/XSN,Low,Judgment,POS
일반/NNG;적/XSN;욕망/NNG,Low,Judgment,POS
일반/NNG;화/XSN,Medium,Judgment,POS
일반/NNG;화/XSN;하/XSV,Medium,Argument,NEG
일방/NNG,Medium,Judgment,COMP
일방/NNG;추진/NNG,Medium,Judgment,POS
일본/NNP,High,Judgment,POS
일본/NNP;과/JC,Medium,Argument,POS
일본/NNP;과/JC;미국/NNP,Medium,Judgment,POS
일본/NNP;유수/NNG,High,Argument,POS
일본/NNP;유수/NNG;의/JKG,High,Judgment,POS
일본군/NNG,Low,Judgment,POS
일본군/NNG;으로/JKB,Low,Emotion,POS
일본군/NNG;으로/JKB;간주/NNG,Low,Judgment,POS
일부/NNG,High,Judgment,POS
일부/NNG;액수/NNG,Medium,Argument,POS
일부/NNG;액수/NNG;만/JX,Medium,Judgment,POS
일부/NNG;에/JKB,High,Judgment,POS
일부/NNG;에/JKB;불과/MAG,High,Judgment,POS
일삼/VV,Medium,Judgment,POS
일삼/VV;고/EC,Medium,Judgment,POS
일삼/VV;고/EC;있/VX,Medium,Judgment,NEG
일색/NNG,Medium,Judgment,POS
일색/NNG;이/VCP,Medium,Argument,POS
일어나/VV,Medium,Argument,POS
일어나/VV;ㄹ/ETM,Medium,Judgment,POS
일어나/VV;ㄹ/ETM;때/NNG,Medium,Argument,POS
일으키/VV,Medium,Judgment,POS
일으키/VV;어서/EC,Medium,Judgment,POS
일으키/VV;어서/EC;고립무원/NNG,Medium,Judgment,POS
일정/NNG,Medium,Judgment,POS
일정/NNG;하/XSA,Medium,Argument,POS
일정/NNG;하/XSA;지/EC,Medium,Judgment,POS
일종/NNG,None,Others,POS
일종/NNG;의/JKG,None,Judgment,POS
일직선/NNG,Medium,Judgment,POS
일직선/NNG;시멘트/NNG,Medium,Judgment,POS
일직선/NNG;시멘트/NNG;길/NNG,Medium,Judgment,POS
일찍/MAG,Medium,Argument,NEG
일찍/MAG;나가/VV,Medium,Judgment,POS
일찍/MAG;나가/VV;는/ETM,Medium,Argument,NEG
일체/NNG,Medium,Judgment,NEG
일체/NNG;의/JKG,Medium,Judgment,NEG
일체/NNG;의/JKG;사회/NNG,Medium,Judgment,POS
일치/NNG,Medium,Judgment,NEUT
일터/NNG,Medium,Argument,NEUT
일터/NNG;에/JKB,Medium,Judgment,NEG
일터/NNG;에/JKB;꿀단지/NNG,Medium,Argument,POS
읽/VV,Medium,Argument,POS
읽/VV;게/EC,Medium,Judgment,NEG
읽/VV;게/EC;쓰/VV,Medium,Judgment,NEG
읽/VV;고/EC,Low,Judgment,NEG
읽/VV;고/EC;자라/VV,Low,Argument,NEG
읽/VV;다가/EC,Low,Judgment,NEG
읽/VV;으면/EC,Medium,Argument,POS
읽/VV;으면/EC;전혀/MAG,Medium,Argument,NEG
읽히/VV,Medium,Speculation,POS
잃/VV,High,Judgment,POS
잃어버리/VV,Medium,Judgment,POS
잃어버리/VV;ㄴ/ETM,Medium,Judgment,POS
잃어버리/VV;ㄴ/ETM;자아/NNG,Medium,Judgment,NEG
임금/NNG,Medium,Argument,NEG
임금/NNG;남성/NNG,Low,Judgment,POS
임금/NNG;남성/NNG;의/JKG,Low,Argument,NEG
임금/NNG;노동자/NNG,Medium,Others,NEG
임금/NNG;노동자/NNG;가/JKS,Medium,Argument,NEG
임금/NNG;심위/NNG,Medium,Judgment,NEG
임금/NNG;심위/NNG;에/JKB,Medium,Argument,NEG
임금/NNG;의/JKG,Medium,Argument,NEG
임금/NNG;의/JKG;적정/NNG,Medium,Judgment,NEG
임금제/NNG,Medium,Argument,POS
임금제/NNG;의/JKG,Medium,Judgment,NEG
임금제/NNG;의/JKG;도입/NNG,Medium,Argument,POS
임산물/NNG,Medium,Argument,POS
임하/VV,Medium,Judgment,NEUT
입/NNG,High,Argument,NEUT
입/NNG;문지르/VV,Medium,Argument,NEG
입/NNG;문지르/VV;며/EC,Medium,Argument,NEG
입/NNG;에/JKB,Medium,Judgment,NEG
입/NNG;에/JKB;올리/VV,Medium,Judgment,NEG
입/NNG;에서/JKB,High,Argument,POS
입/NNG;에서/JKB;욕/NNG,High,Argument,POS
입/NNG;을/JKO,High,Argument,POS
입/NNG;을/JKO;모으/VV,High,Intention,POS
입/VV,Medium,Argument,NEG
입/VV;는/ETM,Medium,Argument,POS
입/VV;는/ETM;남성/NNG,Medium,Judgment,NEUT
입/VV;자/EC,Medium,Judgment,POS
입국자/NNG,Medium,Judgment,POS
입국자/NNG;가/JKS,Medium,Argument,POS
입국자/NNG;가/JKS;늘/VV,Medium,Judgment,NEUT
입력/NNG,Medium,Judgment,NEG
입력/NNG;되/XSV,Medium,Argument,POS
입력/NNG;되/XSV;ㄴ/ETM,Medium,Judgment,COMP
입술/NNG,Medium,Argument,NEG
입술/NNG;빨/VV,Medium,Argument,POS
입술/NNG;빨/VV;고/EC,Medium,Argument,COMP
입술/NNG;이/JKS,Medium,Judgment,NEG
입술/NNG;이/JKS;부르트/VV,Medium,Argument,POS
입시/NNG,Medium,Judgment,POS
입시/NNG;부정/NNG,Medium,Argument,POS
입장/NNG,High,Argument,POS
입장/NNG;이/VCP,High,Argument,POS
입증/NNG,Medium,Agreement,NEG
입증/NNG;하/XSV,Medium,Judgment,POS
입히/VV,High,Judgment,NEG
잇따르/VV,High,Judgment,POS
있/VA,Medium,Judgment,POS
있/VA;는/ETM,Medium,Argument,POS
있/VA;는/ETM;이한탁/NNP,Medium,Intention,POS
있/VA;다/EF,Low,Agreement,POS
있/VV,None,Others,POS
있/VV;게/EC,Medium,Intention,POS
있/VV;게/EC;기회/NNG,Medium,Argument,POS
있/VV;게/EC;되/VV,None,Others,POS
있/VV;게/EC;하/VX,High,Judgment,POS
있/VV;겠/EP,None,Argument,POS
있/VV;기/ETN,Medium,Judgment,POS
있/VV;기/ETN;를/JKO,Medium,Argument,POS
있/VV;나/EC,Low,Argument,POS
있/VV;는/ETM,Medium,Judgment,NEG
있/VV;는/ETM;것/NNB,High,Judgment,NEUT
있/VV;는/ETM;기회/NNG,High,Judgment,NEG
있/VV;는/ETM;듯/NNB,Low,Argument,NEG
있/VV;는/ETM;미화원/NNG,Medium,Argument,NEG
있/VV;는/ETM;사람/NNG,Medium,Argument,POS
있/VV;는/ETM;연극/NNG,Medium,Argument,POS
있/VV;는/ETM;일/NNG,Medium,Argument,POS
있/VV;는지/EC,Medium,Judgment,NEG
있/VV;는지/EC;좀/MAG,Medium,Argument,POS
있/VV;다/EC,Medium,Argument,POS
있/VV;다/EF,Medium,Argument,POS
있/VV;다는/ETM,Medium,Argument,POS
있/VV;다는/ETM;보람/NNG,Medium,Argument,POS
있/VV;다는데/EC,Medium,Argument,POS
있/VV;다는데/EC;작/VA,Medium,Argument,POS
있/VV;다면/EC,High,Judgment,POS
있/VV;어/EC,Medium,Argument,POS
있/VV;어/EC;반드시/MAG,Medium,Argument,POS
있/VV;었/EP,Medium,Intention,NEG
있/VV;었/EP;다/EC,Low,Argument,POS
있/VV;었/EP;다/EF,Medium,Argument,POS
있/VV;었/EP;습니다/EF,Medium,Argument,NEG
있/VV;을/ETM,None,Judgment,NEG
있/VV;을/ETM;것/NNB,None,Speculation,POS
있/VV;을/ETM;정도/NNG,None,Others,POS
있/VV;을까/EC,Medium,Argument,NEG
있/VV;음/ETN,Medium,Argument,NEG
있/VV;지만/EC,Low,Argument,NEG
있/VV;지만/EC;순례자/NNG,Low,Judgment,POS
있/VX,Medium,Argument,POS
있/VX;는/ETM,Medium,Argument,NEG
있/VX;는/ETM;가장/MAG,Medium,Judgment,POS
있/VX;는/ETM;것/NNB,Medium,Argument,POS
있/VX;는/ETM;고도/NNG,Medium,Argument,POS
있/VX;는/ETM;군도/NNG,Medium,Argument,POS
있/VX;는/ETM;상황/NNG,High,Judgment,NEG
있/VX;는/ETM;소위/MAG,Medium,Argument,NEG
있/VX;는/ETM;어린이/NNG,Low,Argument,POS
있/VX;는/ETM;오늘날/NNG,Medium,Argument,POS
있/VX;는/ETM;쪽/NNB,Medium,Argument,POS
있/VX;는/ETM;터번/NNG,Low,Argument,POS
있/VX;는/ETM;형편/NNG,Medium,Judgment,POS
